Nome,Lotação,Cargo,RemuneraçãoParadigma(1),VantagensPessoais(2),"Subs., Dif. Subs., Função Conf. ou Cargo Comis.",Indenizações(3),VantagensEventuais(4),Gratificações(5),Total deCréditos(6),PrevidênciaPública(7),Impostode Renda(8),DescontosDiversos(9),Retençãopor TetoConst.(10),Total deDébitos(11),RendimentoLíquido(12),Remuneraçãodo Órgão deorigem(13),Diárias(14)
CARLOS AGUSTINHO TAGLIARI,1ª VARA DA COMARCA DE FRANCISCO MORATO,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73","9.166,70","13.750,08","55.608,68","4.537,51","5.809,17",,,"10.346,68","45.262,00",,
THAIS FORTUNATO BIM,FORUM DA COMARCA DE SÃO SEBASTIÃO,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73",,,"32.691,90","3.025,01","5.861,30",,,"8.886,31","23.805,59",,
ANDRE FIGUEREDO SAULLO,2ª VARA DA COMARCA DE CÂNDIDO MOTA,Juiz de Direito de Entrância Inicial,"26.125,92",,,"5.191,73","5.515,32",,"36.832,97","2.873,85","6.068,03","2.465,91",,"11.407,79","25.425,18",,"3.309,16"
ANDRE GUSTAVO LIVONESI,2ª VARA DA COMARCA DE LUCÉLIA,Juiz de Direito de Entrância Inicial,"26.125,92",,,"32.532,32","8.708,60",,"67.366,84","2.873,85","5.524,95",,,"8.398,80","58.968,04",,"7.859,26"
MARTA OLIVEIRA DE SA,FORUM DA COMARCA DE SÃO BERNARDO DO CAMPO,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38",,"34.139,28","3.025,01","6.259,33",,,"9.284,34","24.854,94",,
LUCAS EDUARDO STEINLE CAMARGO,VARA JUIZADO ESPEC CÍVEL E CRIM DA C DE ARARAS,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73","9.166,70",,"41.858,60","3.025,01","5.861,30",,,"8.886,31","32.972,29",,
WILLI LUCARELLI,F D DE EMBU GUAÇU DA COM DE ITAPECERICA DA SERRA,Juiz de Direito de Entrância Inicial,"26.125,92",,,"5.191,73","8.708,60",,"40.026,25","2.873,85","5.472,82","6.259,74",,"14.606,41","25.419,84",,
SABRINA SALVADORI SANDY SEVERINO,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","11.096,48",,"43.788,38","3.025,01","6.259,33",,,"9.284,34","34.504,04",,
ESTER CAMARGO,VARA DA COMARCA DE CORDEIRÓPOLIS,Juiz de Direito de Entrância Inicial,"26.125,92",,,"4.377,73",,"13.062,96","43.566,61","4.310,77","5.524,95",,,"9.835,72","33.730,89",,
LUIZ HENRIQUE LOREY,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","11.096,48",,"43.788,38","3.025,01","6.259,33",,,"9.284,34","34.504,04",,
ANDREA COPPOLA BRIAO,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","11.096,48",,"43.788,38","3.025,01","6.259,33","3.200,60",,"12.484,94","31.303,44",,
THAIS FEGURI KRIZANOWSKI,FORUM DA COMARCA DE MARÍLIA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38",,"34.139,28","3.025,01","6.259,33",,,"9.284,34","24.854,94",,
TATYANA TEIXEIRA JORGE,3ª VARA DA COMARCA DE EMBU DAS ARTES,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.224,43","9.166,65",,"41.891,25","3.025,01","5.861,30",,,"8.886,31","33.004,94",,"4.926,74"
CARLOS EDUARDO SANTOS PONTES DE MIRANDA,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38","14.473,77","48.613,05","4.617,12","5.817,01","2.638,97",,"13.073,10","35.539,95",,
BRUNA ACOSTA ALVAREZ,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","11.096,48",,"43.788,38","3.025,01","6.259,33",,,"9.284,34","34.504,04",,
THAIS GALVAO CAMILHER PELUZO,F D DE SALTO DE PIRAPORA DA C DE SOROCABA,Juiz de Direito de Entrância Inicial,"26.125,92",,,"5.191,73",,,"31.317,65","2.873,85","5.524,95","185,00",,"8.583,80","22.733,85",,
SERGIO SEIJI SHIMURA,TRIBUNAL DE JUSTIÇA,Desembargador,"30.471,11","5.631,42",,"5.191,73",,,"41.294,26","3.577,72","6.986,81",,,"10.564,53","30.729,73",,
MIGUEL ANGELO BRANDI JUNIOR,TRIBUNAL DE JUSTIÇA,Desembargador,"30.471,11","223,44",,,,,"30.694,55","3.351,82","6.588,44","211,38",,"10.151,64","20.542,91",,
HUGO CREPALDI NETO,TRIBUNAL DE JUSTIÇA,Desembargador,"30.471,11",,,"5.191,73",,,"35.662,84","3.351,82","6.588,44","2.994,26",,"12.934,52","22.728,32",,
SANDRA MARIA GALHARDO ESTEVES,TRIBUNAL DE JUSTIÇA,Desembargador,"30.471,11",,,"5.191,73",,,"35.662,84","3.351,82","6.588,44",,,"9.940,26","25.722,58",,
JOSE JARBAS DE AGUIAR GOMES,TRIBUNAL DE JUSTIÇA,Desembargador,"30.471,11","2.272,51",,"5.191,73",,,"37.935,35","3.601,79","7.040,36","555,00",,"11.197,15","26.738,20",,
JOAO FRANCISCO MOREIRA VIEGAS,TRIBUNAL DE JUSTIÇA,Desembargador,"30.471,11","1.978,32",,"5.191,73",,,"37.641,16","3.569,43","7.020,50","296,00",,"10.885,93","26.755,23",,
CESAR MECCHI MORALES,TRIBUNAL DE JUSTIÇA,Desembargador,"30.471,11","73,26",,"5.375,65",,,"35.920,02","3.359,88","6.606,37",,,"9.966,25","25.953,77",,
CESAR CIAMPOLINI NETO,TRIBUNAL DE JUSTIÇA,Desembargador,"30.471,11",,,"5.191,73","102,25",,"35.765,09","3.351,82","6.588,44","1.692,80",,"11.633,06","24.132,03",,
PEDRO DE ALCANTARA DA SILVA LEME FILHO,TRIBUNAL DE JUSTIÇA,Desembargador,"30.471,11",,,"5.191,73","3.047,04",,"38.709,88","3.351,82","6.610,11",,,"9.961,93","28.747,95",,
MARINA BALESTER MELLO DE GODOY,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38",,"34.139,28","3.025,01","6.259,33","74,00",,"9.358,34","24.780,94",,
LUIS GUSTAVO ESTEVES FERREIRA,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38",,"34.139,28","3.025,01","6.259,33","185,00",,"9.469,34","24.669,94",,
ALINE DE OLIVEIRA MACHADO BONESSO PEREIRA DE CARVALHO,FORUM DA COMARCA DE PONTAL,Juiz de Direito de Entrância Inicial,"26.125,92",,,"6.300,43","8.708,60",,"41.134,95","2.873,85","5.524,95","185,00",,"8.583,80","32.551,15",,"7.416,00"
PAULO HENRIQUE ADUAN CORREA,F D DE ARTUR NOGUEIRA DA COMARCA MOGI MIRIM,Juiz de Direito de Entrância Inicial,"26.125,92",,,"7.951,61",,,"34.077,53","2.869,04","5.514,27","339,68",,"8.722,99","25.354,54",,"6.204,68"
MIRIAN KEIKO SANCHES,FORUM DA COMARCA DE GUARULHOS,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","20.745,58",,"53.437,48","3.025,01","6.259,33",,,"9.284,34","44.153,14",,
RENATA BARROS SOUTO MAIOR BAIAO,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","20.745,58",,"53.437,48","3.025,01","6.259,33","74,00",,"9.358,34","44.079,14",,
ANDERSON PESTANA DE ABREU,FORUM DA COMARCA DE GUARULHOS,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38",,"34.139,28","3.025,01","6.259,33","592,00",,"9.876,34","24.262,94",,"3.464,55"
LETICIA ANTUNES TAVARES,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38",,"34.139,28","3.025,01","6.207,20",,,"9.232,21","24.907,07",,
FERNANDA FRANCO BUENO CACERES,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38",,"34.139,28","3.025,01","6.259,33","37,00",,"9.321,34","24.817,94",,
BRUNO LUIZ CASSIOLATO,FORUM DA COMARCA DE CAMPINAS,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"35.482,14","10.565,66",,"73.547,97","3.025,01","6.246,02","37,00",,"9.308,03","64.239,94",,"7.416,00"
PEDRO REBELLO BORTOLINI,1ª VARA DA COMARCA DE ITAPIRA,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.292,01","9.166,70",,"41.958,88","3.025,01","5.861,30","74,00",,"8.960,31","32.998,57",,"1.654,58"
FELIPE ALBERTINI NANI VIARO,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"10.191,73","1.447,38",,"39.139,28","3.025,01","6.259,33","370,00",,"9.654,34","29.484,94",,
CARLOS GUSTAVO URQUIZA SCARAZZATO,2ª VARA DA COMARCA DE ADAMANTINA,Juiz de Direito de Entrância Inicial,"26.125,92",,,"6.155,63",,,"32.281,55","2.873,85","5.472,82","111,00",,"8.457,67","23.823,88",,"3.464,55"
GIOVANNA CHRISTINA COLARES,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.798,63","1.447,38",,"34.746,18","3.025,01","6.259,33","444,00",,"9.728,34","25.017,84",,"3.464,55"
FERNANDO AWENSZTERN PAVLOVSKY,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38",,"34.139,28","3.025,01","6.259,33","185,00",,"9.469,34","24.669,94",,
EDUARDO CALVERT,FORUM DA COMARCA DE MOGI DAS CRUZES,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.926,13","1.447,38",,"34.873,68","3.025,01","6.155,06",,,"9.180,07","25.693,61",,"2.642,68"
ANDRE QUINTELA ALVES RODRIGUES,1ª VARA CÍVEL DA COMARCA DE SÃO SEBASTIÃO,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"30.556,14","458,05","13.750,08","72.264,44","4.532,45","5.850,03","83,05",,"10.465,53","61.798,91",,"3.335,59"
JOSE PEDRO REBELLO GIANNINI,FORUM DA COMARCA DE DIADEMA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"6.432,73","11.096,48","14.473,77","59.503,15","4.617,12","6.259,33",,,"10.876,45","48.626,70",,"3.464,55"
FERNANDA CRISTINA DA SILVA FERRAZ LIMA CABRAL,2ª VARA DA COMARCA DE MONGAGUÁ,Juiz de Direito de Entrância Inicial,"26.125,92",,,"5.191,73",,,"31.317,65","2.873,85","5.524,95","259,00",,"8.657,80","22.659,85",,
VIVIAN LABRUNA CATAPANI,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"3.314,00","1.447,38",,"32.261,55","3.025,01","6.207,20","740,00",,"9.972,21","22.289,34",,
FABRIZIO SENA FUSARI,FORUM DA COMARCA DE CERQUILHO,Juiz de Direito de Entrância Inicial,"26.125,92",,,"5.191,73",,,"31.317,65","2.873,85","5.524,95","37,00",,"8.435,80","22.881,85",,
TIAGO OCTAVIANI,1ª VARA DA COMARCA DE JOSÉ BONIFÁCIO,Juiz de Direito de Entrância Inicial,"26.125,92",,,"7.258,00","8.708,60",,"42.092,52","2.873,85","5.524,95","37,00",,"8.435,80","33.656,72",,
PAULA DA ROCHA E SILVA FORMOSO,1ª VARA DA COMARCA DE IBIÚNA,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"6.129,49","14.666,72",,"48.296,38","3.025,01","5.809,17","37,00",,"8.871,18","39.425,20",,
MAURICIO MARTINES CHIADO,2ª VARA DA COMARCA DE BARIRI,Juiz de Direito de Entrância Inicial,"26.125,92",,,"6.150,93","8.708,60",,"40.985,45","2.873,85","5.472,82",,,"8.346,67","32.638,78",,"6.204,68"
BRUNO LUIS COSTA BURAN,FORUM DA COMARCA DE SANTOANDRÉ,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"6.857,73","11.096,48",,"45.454,38","3.025,01","6.259,33",,,"9.284,34","36.170,04",,
PAULO EDUARDO DE ALMEIDA CHAVES MARSIGLIA,1ª VARA F D DE FERRAZ DE VASCONCELOS DA C DE POÁ,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73",,,"32.691,90","3.025,01","5.861,30","370,00",,"9.256,31","23.435,59",,
FELIPE ESTEVAO DE MELO GONCALVES,FORUM DA COMARCA DE GUARULHOS,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"4.818,98","1.398,96",,"33.718,11","3.019,95","6.234,75","46,05",,"9.300,75","24.417,36",,
IVO ROVERI NETO,FORUM DA COMARCA DE SÃO BERNARDO DO CAMPO,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.547,03","1.447,38",,"34.494,58","3.025,01","6.259,33",,,"9.284,34","25.210,24",,"3.464,55"
JULIANA PITELLI DA GUIA,2ª VARA DA COMARCA DE PERUÍBE,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.387,23","6.719,19",,"39.606,59","3.025,01","5.861,30","37,00",,"8.923,31","30.683,28",,
JOSE GOMES JARDIM NETO,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38",,"34.139,28","3.025,01","6.259,33","74,00",,"9.358,34","24.780,94",,
LETICIA DE ASSIS BRUNING,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","10.614,03",,"43.305,93","3.025,01","6.259,33","555,00",,"9.839,34","33.466,59",,
PAULA VELLOSO RODRIGUES FERRERI,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38",,"34.139,28","3.025,01","6.207,20","629,00",,"9.861,21","24.278,07",,
RAFAEL SEGOVIA SOUZA CRUZ,FORUM DA COMARCA DE MOGI DAS CRUZES,Juiz Substituto,"24.818,71",,,"7.566,47",,,"32.385,18","2.730,05","5.152,88","1.795,54",,"9.678,47","22.706,71",,"6.204,68"
LEONARDO VALENTE BARREIROS,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38","14.473,77","48.613,05","4.617,12","6.259,33","37,00",,"10.913,45","37.699,60",,
LUANA IVETTE ODDONE CHAHIM ZULIANI,1ª VARA DA COMARCA DE GUARIBA,Juiz de Direito de Entrância Inicial,"26.125,92",,,"5.191,73",,,"31.317,65","2.873,85","5.524,95","740,00",,"9.138,80","22.178,85",,
RUDI HIROSHI SHINEN,1ª VARA DA COMARCA DE JACUPIRANGA,Juiz de Direito de Entrância Inicial,"26.125,92",,,"5.191,73","8.708,60",,"40.026,25","2.873,85","5.524,95",,,"8.398,80","31.627,45",,"1.654,58"
ANA RITA DE OLIVEIRA CLEMENTE,2ª VARA DA COMARCA DE CASA BRANCA,Juiz de Direito de Entrância Inicial,"26.125,92",,,"5.611,63",,,"31.737,55","2.873,85","5.472,82","74,00",,"8.420,67","23.316,88",,"3.464,55"
TARSILA MACHADO DE SA GLINA,FORUM DA COMARCA DE GUARULHOS,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","11.096,48",,"43.788,38","3.025,01","6.259,33",,,"9.284,34","34.504,04",,
EDUARDO PALMA PELLEGRINELLI,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.836,03","1.447,38",,"34.783,58","3.025,01","6.259,33","74,00",,"9.358,34","25.425,24",,"2.642,68"
GILBERTO ALABY SOUBIHE FILHO,FORUM DA COMARCA DE CARAGUATATUBA,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"7.719,07","9.166,65",,"44.385,89","3.025,01","5.861,30","74,00",,"8.960,31","35.425,58",,"6.768,63"
FELIPE ABRAHAM DE CAMARGO JUBRAM,1ª VARA DA COMARCA DE CAPÃOBONITO,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73","5.802,52",,"38.494,42","3.025,01","5.861,30","74,00",,"8.960,31","29.534,11",,
MARIA LUIZA DE ALMEIDA TORRES VILHENA,2ª VARA DA COMARCA DE PIRACAIA,Juiz de Direito de Entrância Inicial,"26.125,92",,,"5.191,73","15.675,48",,"46.993,13","2.873,85","5.524,95","111,00",,"8.509,80","38.483,33",,
MONICA GONZAGA ARNONI,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","3.055,53",,"35.747,43","3.025,01","6.259,33","3.175,19",,"12.459,53","23.287,90",,
MATEUS MOREIRA SIKETO,2ª VARA DA COMARCA DE GUARARAPES,Juiz de Direito de Entrância Inicial,"26.125,92",,,"7.798,55","8.708,60",,"42.633,07","2.873,85","5.524,95",,,"8.398,80","34.234,27",,"6.204,68"
CLOVIS HUMBERTO LOURENCO JUNIOR,1ª VARA DA COMARCA DE IGARAPAVA,Juiz de Direito de Entrância Inicial,"26.125,92",,,"5.885,33",,,"32.011,25","2.873,85","5.524,95","37,00",,"8.435,80","23.575,45",,"3.464,55"
RUBENS PEDREIRO LOPES,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","11.096,48",,"43.788,38","3.025,01","6.207,20",,,"9.232,21","34.556,17",,
LUIS FELIPE FERRARI BEDENDI,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38",,"34.139,28","3.025,01","6.259,33",,,"9.284,34","24.854,94",,
FERNANDO HENRIQUE DE OLIVEIRA BIOLCATI,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","11.096,48",,"43.788,38","3.025,01","6.259,33","185,00",,"9.469,34","34.319,04",,
ROBERTA STEINDORFF MALHEIROS MELLUSO,2ª VARA DA COMARCA DE TAQUARITINGA,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73","9.166,70",,"41.858,60","3.025,01","5.861,30",,,"8.886,31","32.972,29",,
JOSE OTAVIO RAMOS BARION,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38",,"34.139,28","3.025,01","6.207,20",,,"9.232,21","24.907,07",,
LUCAS BORGES DIAS,FORUM DA COMARCA DE BARUERI,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"31.571,44","28.899,06",,"87.970,67","3.019,95","6.234,75","268,05",,"9.522,75","78.447,92",,"6.204,68"
VANESSA MIRANDA TAVARES DE LIMA,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"814,00","1.447,38",,"29.761,55","3.025,01","6.259,33","740,00",,"10.024,34","19.737,21",,
THAIS MIGLIORANCA MUNHOZ CLAUSEN,FORUM DA COMARCA DE CAMPINAS,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","10.614,08",,"43.305,98","3.025,01","6.259,33","37,00",,"9.321,34","33.984,64",,
LEANDRO EBURNEO LAPOSTA,2ª VARA DA COMARCA DE PIRAJUÍ,Juiz de Direito de Entrância Inicial,"26.125,92",,,"5.191,73","8.708,60",,"40.026,25","2.873,85","5.524,95","37,00",,"8.435,80","31.590,45",,
PAULO GUSTAVO FERRARI,VARA DAS EXECUÇÕES CRIMINAIS DA COMARCA DE TUPÃ,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73",,,"32.691,90","3.025,01","5.861,30",,,"8.886,31","23.805,59",,
LUCIANO ANTONIO DE ANDRADE,FORUM DA COMARCA DE BARUERI,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","11.096,48",,"43.788,38","3.025,01","6.155,06",,,"9.180,07","34.608,31",,
MELISSA BETHEL MOLINA DE LIMA,FORUM DA COMARCA DE GENERAL SALGADO,Juiz de Direito de Entrância Inicial,"26.125,92",,,"5.191,73","8.708,60",,"40.026,25","2.873,85","5.472,82","259,00",,"8.605,67","31.420,58",,
PAULO GUILHERME DE FARIA,F D DE ILHABELA DA COMARCA DE SÃO SEBASTIÃO,Juiz de Direito de Entrância Inicial,"26.125,92",,,"5.555,17",,,"31.681,09","2.873,85","5.524,95","37,00",,"8.435,80","23.245,29",,"7.992,90"
LUIZ FERNANDO ANGIOLUCCI,2ª VARA DA COMARCA DE IBIÚNA,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73",,,"32.691,90","3.025,01","5.809,17","74,00",,"8.908,18","23.783,72",,
TAMARA PRISCILA TOCCI,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","6.593,58",,"39.285,48","3.025,01","6.259,33",,,"9.284,34","30.001,14",,
MARINA MIRANDA BELOTTI,FORUM DA COMARCA DE ESTRELA D´OESTE,Juiz de Direito de Entrância Inicial,"26.125,92",,,"9.288,75","2.899,96",,"38.314,63","2.873,85","5.524,95","37,00",,"8.435,80","29.878,83",,"2.444,87"
WELLINGTON URBANO MARINHO,1ª VARA DA COMARCA DE ITAPECERICA DA SERRA,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73",,,"32.691,90","3.025,01","5.757,03","37,00",,"8.819,04","23.872,86",,
GISELE VALLE MONTEIRO DA ROCHA,1ª VARA DA COMARCA DE LORENA,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"6.857,73","9.166,70",,"43.524,60","3.025,01","5.861,30","37,00",,"8.923,31","34.601,29",,"5.119,13"
PAULA NARIMATU DE ALMEIDA,FORUM DA COMARCA DE OSASCO,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38",,"34.139,28","3.025,01","6.259,33","37,00",,"9.321,34","24.817,94",,
FELIPPE ROSA PEREIRA,F D DE ITIRAPINA DA COMARCA DE RIO CLARO,Juiz de Direito de Entrância Inicial,"26.125,92",,,"6.840,73",,"13.062,96","46.029,61","4.310,77","5.524,95",,,"9.835,72","36.193,89",,"5.119,13"
HELENA FURTADO DE ALBUQUERQUE CAVALCANTI,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38",,"34.139,28","3.025,01","6.259,33",,,"9.284,34","24.854,94",,
CAROLINA HISPAGNOL LACOMBE,VARA CRIMINAL DA COMARCA DE ITAPEVI,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.808,83",,,"33.309,00","3.025,01","5.861,30",,,"8.886,31","24.422,69",,"3.464,55"
JULIANA PIRES ZANATTA CHERUBIM FERNANDEZ,FORUM DA COMARCA DE SÃO BERNARDO DO CAMPO,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"6.586,81","10.565,66",,"44.652,64","3.025,01","6.246,02","37,00",,"9.308,03","35.344,61",,"2.382,87"
THAIS CRISTINA MONTEIRO COSTA NAMBA,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"814,00","1.447,38","14.473,77","44.235,32","4.617,12","6.259,33",,,"10.876,45","33.358,87",,
TAIS HELENA FIORINI BARBOSA,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38",,"34.139,28","3.025,01","6.259,33",,,"9.284,34","24.854,94",,
JOAO DE OLIVEIRA RODRIGUES FILHO,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.762,93","11.096,48",,"44.359,58","3.025,01","6.155,06","6.020,42",,"15.200,49","29.159,09",,"3.464,55"
MARIANA SILVA RODRIGUES DIAS TOYAMA STEINER,FORUM DA COMARCA DE SANTOANDRÉ,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38","14.473,77","48.613,05","4.617,12","6.259,33",,,"10.876,45","37.736,60",,
MARCELA DIAS DE ABREU PINTO COELHO,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.256,33","11.023,71",,"43.780,21","3.019,95","6.234,75","46,05",,"9.300,75","34.479,46",,"3.161,16"
JOSE MARQUES DE LACERDA,1ª VARA F D DE CAJAMAR DA COMARCA DE JUNDIAÍ,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.699,63","9.166,70",,"42.366,50","3.025,01","5.757,03",,,"8.782,04","33.584,46",,"5.119,13"
GUSTAVO DE AZEVEDO MARCHI,1ª VARA CIVEL DA COMARCA DE ITAPEVI,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"6.119,93","9.166,65",,"42.786,75","3.025,01","5.861,30",,,"8.886,31","33.900,44",,
CHRISTIENE AVELAR BARROS COBRA,1ª VARA DA COMARCA DE PERUÍBE,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"6.629,20","9.166,70",,"43.296,07","3.025,01","5.861,30","222,00",,"9.108,31","34.187,76",,
RICARDO CUNHA DE PAULA,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","11.096,48",,"43.788,38","3.025,01","6.259,33",,,"9.284,34","34.504,04",,
THANIA PEREIRA TEIXEIRA DE CARVALHO CARDIN,FORUM DA COMARCA DE URÂNIA,Juiz de Direito de Entrância Inicial,"26.125,92",,,"814,00",,,"26.939,92","2.873,85","5.524,95","111,00",,"8.509,80","18.430,12",,"790,29"
WALTER DE OLIVEIRA JUNIOR,1ª VARA DA COMARCA DE RIBEIRÃO PIRES,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73","9.166,70",,"41.858,60","3.025,01","5.704,89",,,"8.729,90","33.128,70",,
LUIZ GUSTAVO ROCHA MALHEIROS,2ª VARA CÍVEL DA COMARCA DE FRANCO DA ROCHA,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73","9.624,80",,"42.316,70","3.019,95","5.797,89","194,05",,"9.011,89","33.304,81",,
RAFAEL DAHNE STRENGER,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38",,"34.139,28","3.025,01","6.155,06",,,"9.180,07","24.959,21",,
RICARDO TRUITE ALVES,FORUM DA COMARCA DE CAFELÂNDIA,Juiz de Direito de Entrância Inicial,"26.125,92",,,"5.257,13",,,"31.383,05","2.873,85","5.524,95",,,"8.398,80","22.984,25",,"827,29"
VINICIUS PERETTI GIONGO,FORUM DA COMARCA DE PRESIDENTE BERNARDES,Juiz de Direito de Entrância Inicial,"26.125,92",,,"6.975,63","8.708,60",,"41.810,15","2.873,85","5.524,95",,,"8.398,80","33.411,35",,"3.951,45"
CARLOS ALBERTO DE SALLES,TRIBUNAL DE JUSTIÇA,Desembargador,"30.471,11",,,"5.191,73","4.062,72","15.235,55","54.961,11","5.027,73","6.439,90","880,00",,"12.347,63","42.613,48",,
